isin,buyvolume,sellvolume
isin10108,628276716.1962364,361128004.96941024
isin10109,652921531.5220155,395342840.9726964
isin10110,556858369.3801916,310827453.74669886
isin10111,597390839.9627619,370858154.5396658
isin10112,615499922.6379522,347265800.3014856
isin10651,799822595.6332996,696855477.0023602
isin12938,765806779.827608,673773455.820516
isin12991,790389517.6144247,673914870.0909923
isin14121,700246775.3452415,612183968.0415096
isin14201,800881098.7031257,687276154.589596
isin14202,804281663.8075672,712179288.3204738
isin14203,630902006.063925,545189463.7668061
isin14206,776508997.742465,671815549.9726462
isin14207,664843717.3508725,581914944.747949
isin14208,840460257.5684013,728370068.4088272
isin14210,776602324.5430865,677685309.3256464
isin14213,682558297.644345,589827046.1790836
isin14319,753653949.7268701,641882603.5371921
isin14320,773185997.4945443,665788242.2899293
isin14321,719297395.3710928,618293542.1688339
isin14322,652690192.5694737,583512189.8659532
isin14324,838187792.415645,740751922.3128511
isin14325,840714984.1988347,730901964.9263388
isin14327,753160512.5842918,636521916.1042562
isin3784,1276513251.446339,1399932991.645769
isin3787,1345145405.1133225,1463914401.7363772
isin3788,1428377480.0936055,1543667632.1774478
isin3789,1352216784.5056667,1456653481.4959836
isin3790,1341955378.8921013,1446023276.477498
isin3797,1429645123.3698645,1536788349.0194027
isin3799,1474298242.9558256,1570452380.8322566
isin3800,1347362229.2502882,1449646259.671471
isin3807,1298704790.1500883,1408210081.343109
isin3810,1322327702.0451877,1460155118.6199064
isin3811,1438142158.0320477,1561572179.7828178
isin3812,1391852294.437633,1481014235.1359162
isin13509,1360144986.2778223,1470022830.68056
isin13510,1247895548.890825,1386780056.1905053
isin11874,4069281922.3330965,3513610435.886075
isin13211,4398977147.440889,3760911743.1516623
isin13227,4259671613.8307376,3581103916.0373783
isin13228,4390519688.178598,3718433691.6257563
isin13230,3786792281.8274074,3233422048.5459394
isin13950,4596574791.596888,3893828757.8840246
isin14229,3191331806.3137054,2753697329.1645775
isin14231,4642800432.755972,3945414033.231807
isin14752,4206595705.027255,3588302220.117834
isin14756,4341584996.681034,3646380053.7973785
isin15061,3127171426.427204,2689708205.6395855
isin15080,3979441836.7569394,3391530272.3617916
isin15385,3607140165.1778955,3082848060.6203175
isin12186,2498336.401201072,1731196.3118176572
isin12194,2291857.005138654,1442448.5831864742
isin12199,2256218.8333823313,1511891.1286514504
isin12202,2218466.5411236067,1291793.61024229
isin12290,2093137.3257394521,1355138.8631811861
isin14150,2381498.758765261,1613141.8820124706
isin14152,2393826.8498005634,1497345.570005601
isin14155,2279269.3698000573,1462271.7377923229
isin14156,2076305.686192213,1449079.3498242882
isin14157,2267445.794504865,1464757.6118791425
isin14158,2166654.2711287863,1306463.8296229742
isin7547,4400692488.661107,4163197925.174525
isin7548,4488278312.060523,4292414741.7060738
isin7549,4848502645.193672,4591007141.112473
isin7550,4852780979.237531,4612766085.428658
isin7551,4452731445.027547,4220188859.3140745
isin7552,4307608525.510597,3993731977.6927996
isin7553,4234054531.233114,3960541698.933732
isin7554,4261122534.721921,4048860502.79597
isin7555,4229559495.500397,3962275457.723607
isin7556,4304546249.583731,3994180378.198455
isin7557,4355086584.611653,4062482034.1640177
isin7558,4686904159.007411,4332646835.107765
isin7559,4425681880.532275,4084198936.7542934
isin7560,4194125818.510072,3844280101.7979507
isin7562,4489756482.762038,4232319287.9924173
isin7563,4396597368.619505,4078461985.31244
isin7564,4520719431.529376,4272957150.2955966
isin9027,4304680903.991405,4081136716.416448
isin9028,4656108738.848315,4448400010.944205
isin9029,4513539548.560707,4225610161.1726103
isin9030,4337790461.306873,4089515821.6256404
isin9031,4296248609.909956,4022548953.6850133
isin9032,4327561024.807908,4098307383.2213182
isin9033,3802932304.4973764,3500283560.312938
isin9034,4154317878.306305,3928123594.26831
isin9035,4353281261.955865,3935589908.737159
isin9036,4394813729.743107,4059823196.6886797
isin9037,4441636520.420813,4210862668.9829273
isin9038,4392874327.414217,4138744416.835397
isin9039,4428087487.649765,4219708078.2932897
isin9040,4255542277.415767,4002402337.3540144
isin9041,4219426685.536191,3991133708.1099243
isin9042,4096464203.2761917,3768710499.7244196
isin9044,4230293877.9521685,3942421648.479674
isin9045,4295432594.029993,4135022061.902929
isin9047,4260209407.8004932,4103155295.3286853
isin9048,4315711184.183426,3997667591.742109
isin9051,4345143934.436934,4170910053.428138
isin9052,4282342144.06074,4042132461.3110676
isin9054,4482929139.052665,4141508127.4470406
isin15718,4244568907.2214894,3948881599.341982
isin15719,4270451791.0431023,3985018561.794618
isin15735,4166169474.397434,3977173361.734171
isin5713,3255182363.2504864,3165747583.8745127
isin7142,2950095388.848788,2873310371.02829
isin7143,3369337712.623262,3202351345.0839863
isin7144,3541061492.0777903,3445912527.3525543
isin7145,2815269361.173379,2723166073.2323303
isin7148,3106881973.072221,2998934449.791129
isin7149,3615731412.3172226,3496580426.3806415
isin7151,2915598793.8859596,2855888272.619489
isin7153,3248515591.6413603,3154405020.0051785
isin7154,2899635239.190252,2857640941.968511
isin6860,79811909.13101801,102565213.02569342
isin6869,77787384.97107941,99209955.46911858
isin6873,78084382.28466856,95763384.4392138
isin6874,80096564.67696126,99697624.79428998
isin6876,76085511.00435407,98650061.86563313
isin6877,83284784.25896196,103997311.91817485
isin6939,76398662.52354258,95661696.64029703
isin6940,70682565.59280938,87041808.00899138
isin6941,73767557.02430297,92181710.39003533
isin6943,86956881.88099843,109753796.0966044
isin6944,69322364.66789922,87888409.97811607
isin6945,65873615.536512025,82650960.96601862
isin6946,69012748.03815152,90784274.90259041
isin6948,78448824.44326107,94017769.4355553
isin9816,69663843.50049949,86743767.37563446
isin9818,66157914.65774618,85681281.23060037
isin9823,71827511.28387162,89913693.08816822
isin9826,77373606.52977514,97037768.4043794
isin9828,75416882.43840761,98188687.4339352
isin9832,85535566.11966833,110065591.03929417
isin9836,76631218.35581622,97660225.26417127
isin9838,66728632.396296114,85115796.100303
isin9839,69055625.30289954,85858172.40221539
isin9841,70904956.61874196,90830707.27420293
isin9844,82703430.51363531,107629137.0404934
isin9847,73119697.86708127,94945548.64768781
isin9851,67040452.53102073,84231191.09808545
isin9853,69238301.9493135,90503275.103313
isin9904,69344746.43037957,86158318.26675794
isin9905,76857624.29203513,95435456.05073014
isin9907,79282070.71772476,100729884.2110922
isin9908,73510730.6029358,94048503.2070749
isin9909,70271256.56112488,87030582.26880823
isin9910,76553608.58780262,97456220.91750774
isin9911,73922427.5351204,95611212.90390396
isin9912,69749376.24254757,92562538.39413424
isin9913,75175106.79656814,98770802.58869725
isin9914,67175511.32217012,86724931.08908406
isin9915,70164226.58671996,89428506.91998093
isin9916,82408084.08041997,105273990.1726715
isin9917,70295462.27245672,89759573.74399963
isin9926,64751197.932247475,81723425.21778862
isin9929,74096295.30940656,93894815.46048196
isin9931,72330114.533922,92846938.64800477
isin10810,436592122.77699554,468514204.88340414
isin10811,444036239.12057483,479587691.7387166
isin10812,406222985.284225,443533500.1018795
isin10813,518739155.6571568,568899562.0862324
isin10814,432813479.5277161,471514218.79869735
isin10815,427377882.7650828,475679027.1088073
isin10816,386965901.2099644,422730809.51929355
isin10817,416983795.3920039,455537203.6424312
isin10818,441300176.8145551,486492289.0499021
isin10819,466255363.5528184,508099023.2363299
isin10820,422077702.12368655,474554153.7722617
isin10821,465646462.6501259,514710902.5086554
isin10822,377624146.8563652,409253438.7862371
isin10824,412943033.62240237,452126320.1080321
isin1080,1394221747.7530646,1431035322.7997432
isin1081,1367826800.5004218,1392519895.9515584
isin9142,1504884110.8477058,1573838798.935392
isin11584,1337563729.8726664,1343046462.6571622
isin11585,1486256577.6802454,1529762943.9470634
isin11586,1407183368.4628716,1448726413.2809737
isin14004,1424623326.3235526,1444691676.5275216
isin14563,1418393329.1423943,1439601975.7647808
isin14564,1472029507.8065321,1503422739.6811693
isin502,2666752345.854204,2756630252.2356596
isin544,2662663617.203686,2774436901.62594
isin703,2572901929.706456,2671666803.1185527
isin704,2724839948.020764,2824746136.518837
isin705,2626971293.936161,2730013605.259595
isin2407,2642540302.7488713,2761015019.0461016
isin2694,2709396609.885076,2813756856.663925
isin2695,2607449632.079794,2744641093.894622
isin2696,2615056470.9547977,2726962746.797147
isin2700,2680287400.353196,2779932213.5478573
isin3777,2622451758.5200477,2747614372.8668866
isin3778,2262646351.8463564,2355498512.329524
isin4149,2788855208.3161507,2878898258.580619
isin4151,2604776791.602827,2735299784.834676
isin4152,2369322216.580195,2463974157.364937
isin4413,2569582772.317273,2637671940.8832273
isin4414,2352424136.5938897,2451825083.8132434
isin4440,2252698388.689741,2365067800.4321365
isin4810,2715609028.5834513,2797570850.597055
isin4812,2357110792.358902,2475105881.113147
isin4814,2894862172.5491843,2932557939.593475
isin4815,2310316813.533816,2449411155.8144326
isin5207,2597389009.8140965,2734867344.4290195
isin5283,2591328791.203641,2720461044.0872064
isin5534,2507533998.844081,2579200174.3673244
isin5544,2444941367.2044215,2555354717.443219
isin5545,2725251554.2309437,2802251478.2577343
isin5566,2496262906.643384,2545355684.798433
isin5573,2456873419.1754375,2527763048.0673895
isin5576,2306976286.4486117,2403427264.4914246
isin5577,2522424024.7535286,2609875631.9001017
isin5578,2751739346.6654305,2829614199.9100685
isin5579,2369210905.5114794,2498032039.531777
isin5580,2505387077.78331,2597360132.722565
isin7446,2492695663.9193096,2617015870.7961507
isin7447,2745817332.236191,2819687514.805146
isin7448,2733112909.696849,2834729850.1408567
isin16447,2665891429.9519672,2768098501.882479
isin16448,2811547263.63661,2904013316.5525665
isin16449,2687147947.2846956,2787818150.841775
isin16450,2584768146.649502,2720079975.2821064
isin8767,1776483350.111608,1911812111.712458
isin8768,1893946428.9507718,2039531739.6147087
isin8769,1868886360.031253,1977188588.6053612
isin8770,1795843397.3561072,1894905213.6432188
isin8771,1933068015.268423,2041054375.574963
isin9363,1790108261.5822957,1867153030.8251085
isin9364,1901404443.0713148,2035503979.667201
isin10558,1963342721.6813931,2082363201.6227667
isin10559,1852659907.8983524,2006302972.0360014
isin10560,1797511021.996964,1943556063.750403
isin10561,1993583437.3756561,2100585219.3783708
isin10562,2042756299.027995,2144273300.6986732
isin10563,1823965289.3783326,1912390651.1233814
isin10564,1717122559.3278852,1834212259.2726567
isin10565,1479971783.4372473,1570855692.3093007
isin10566,1958084670.062045,2059640004.0138996
isin10567,1545192038.855454,1666825534.996685
isin10568,1624194687.9751732,1710400931.345543
isin10570,1731148658.0810742,1843893433.5671306
isin12301,1980382792.4869995,2118591475.745286
isin14562,1846439581.615786,1993886861.9388752
isin16965,2012636204.0310235,2128095771.021088
isin16966,1585602771.0132236,1689011544.7024791
isin16967,1659665409.279604,1739771742.9561806
isin14359,1597224940.1306658,2227846010.4944863
isin14360,1742834224.8667395,2420966823.6475925
isin14361,1637770963.310763,2415331366.840199
isin14362,1839582013.586914,2636335621.3071713
isin14363,1620975191.0891514,2259955359.0674047
isin14365,1654064913.3821945,2451624877.9897346
isin14366,1510674516.091454,2141108800.355439
isin14368,1750650415.5972605,2453832502.6283183
isin14369,1718426370.956063,2465764099.994031
isin14370,1721866181.115458,2387014168.2946978
isin14371,1615160673.521807,2317701095.519721
isin14372,1604895829.5787501,2205346737.587372
isin6105,1216070826.544082,1085866213.771698
isin7222,1123457041.5226734,989680123.0322671
isin7605,1105376005.5603652,1061795747.2164423
isin7606,988449262.3522642,926664805.783223
isin8795,1221838782.2564328,1184395066.6847384
isin8796,986036366.2563046,908217256.2825513
isin8797,1168023679.843245,1104828391.0174723
isin10535,1341697743.7005677,1221505776.0057545
isin10537,1282379769.5720186,1148671254.152084
isin10899,1140673368.8213336,1104672705.6745555
isin12191,1043379242.7961607,914507249.5869944
isin13268,1107418223.475742,1048923605.2750425
isin15286,1300725291.721534,1244323837.4521775
isin16279,1271357649.6578968,1207238765.8949065
isin16427,1217120030.3145032,1171857117.4470787
isin17196,1254632181.1477237,1182047528.3084657
isin17197,957820595.4149427,883296632.3146434
isin17198,1126203683.7799854,1082890000.0867586
isin17283,976849310.8498888,938243550.9492977
isin17306,1202219238.6340425,1094846156.8514066
isin360,1364124004.9569652,1390295677.2381284
isin361,1560904916.716021,1587827592.0063481
isin1442,1572709100.587224,1644861666.090366
isin2060,1370452013.3535318,1406118305.5031736
isin2062,1405772537.600473,1450225827.8474693
isin2064,1397076419.9224906,1415127988.066566
isin2066,1481245986.9023557,1513229901.5580003
isin2069,1546911208.4505897,1536689337.6436894
isin2432,1209523953.6760707,1283831169.822905
isin4276,1439774342.2469268,1495381434.3217058
isin4281,1477614495.800734,1552028056.9515676
isin4284,1528311449.123722,1608313517.2147772
isin16299,1209077851.3925464,1269281654.9939778
isin16300,1252056186.8534217,1270093498.6640387
isin7887,1341102623.9534667,1733508258.0380526
isin8451,1171839525.0311046,1478267373.9900098
isin8452,1221269310.5455332,1520877375.9772935
isin8453,1425801511.0807266,1770866744.8261178
isin8454,1433943395.8001587,1850587725.8374314
isin8455,1411558407.9609942,1801733071.1717913
isin8456,1180996780.3456755,1495094746.4325302
isin8457,1378626432.2460613,1738240567.2753205
isin8458,1111663640.4886036,1415614810.3618596
isin8459,1253167812.199274,1530152025.3841422
isin8460,1344258788.6064327,1717083588.4732733
isin8661,1228804533.3913865,1599290660.4086068
isin8662,1319634518.6890972,1674276850.0286012
isin8663,1342997893.4729757,1630203626.455206
isin8664,1285002157.6186812,1578914028.9857523
isin8665,1193285584.0090165,1498013426.0881045
isin8666,1422843386.6597757,1809161425.5311902
isin8667,1255179598.1451342,1610671963.6849916
isin8668,1283830425.45481,1589861679.037267
isin8669,1205250283.3383741,1553382321.1908321
isin8689,1284336242.4114385,1636420055.585796
isin8690,1411771433.859361,1748688023.1684232
isin8698,1291540650.7545624,1562533462.7165446
isin8703,1333844100.1851614,1665006956.2206454
isin8704,1195008082.1813595,1563688520.0163577
isin8709,1249965949.5404873,1569230271.809344
isin8746,1183910001.7241237,1499520045.1006343
isin8748,1243593851.4803965,1524438584.0641835
isin8750,1247511563.3718424,1625784451.9031706
isin8752,1157085406.5607762,1516202906.458329
isin8881,1224221347.1515365,1542638854.9174302
isin9764,1315073361.4747906,1574584125.3016555
isin10385,1313400365.3615289,1631405319.1898782
isin10388,1237741993.706768,1591498677.0202003
isin10390,1365457300.3911843,1660425637.2291365
isin11860,1259411803.697461,1592676019.182766
isin12504,1273388343.203363,1594380547.2841346
isin12505,1211966618.9335732,1545754015.58729
isin12561,1166736659.9954891,1461628999.297069
isin12562,1154761903.6471577,1412878773.1593442
isin12563,1349143298.3409944,1701743323.1591213
isin12564,1310232293.3730776,1630047798.1549625
isin12565,1172052928.3022203,1430723122.5189705
isin12566,1227455115.478251,1546047492.575431
isin13662,1317106549.2043085,1614956782.636135
isin13664,1218652454.106945,1514207367.1793633
isin13665,1302575469.7570612,1632709223.7002714
isin13668,1194816002.4354446,1466498625.6027384
isin13669,1153660966.1342514,1449908798.8808904
isin15171,1205285474.4556067,1509601470.38995
isin15172,1181035160.238969,1485437298.7772794
isin15173,1161930632.0470026,1424351491.2716553
isin15174,1168649400.2265697,1483468224.3287957
isin15175,1197342859.6420503,1481234124.7626085
isin15176,1193980594.639435,1501564058.1726599
isin15177,1267360054.1522717,1579257392.7712603
isin15178,1056439569.8135788,1306129728.7078462
isin15179,1213991365.5464685,1471282338.6908133
isin15180,1183637577.346456,1455084871.2684681
isin15552,58038501.54073647,49706953.14161814
isin16157,54019769.70894289,46772595.893923566
isin16158,72422459.43335152,62683903.78808276
isin16537,61165538.8614364,53237804.08623549
isin7835,3653126298.1158442,3408636372.0233135
isin7853,3449271840.460457,3246089620.9942575
isin7854,3357493746.924717,3115487505.1870904
isin8277,3428230895.2354774,3187568943.0304604
isin8278,3314278917.814129,3083424106.6207848
isin10952,3421090039.787291,3130068142.5288725
isin10954,3597523397.9049425,3365183868.0326004
isin11405,3511893541.8394775,3247605751.164034
isin11406,3637839573.380763,3385917394.9606085
isin11407,3502694316.6528473,3290286902.7330475
isin11408,3395534680.584963,3174626358.348447
isin11409,3208438375.969895,2953698547.114624
isin11410,3412129860.3207064,3224240018.3621073
isin11411,3801205846.448721,3501838206.1336884
isin11412,3349631160.4429626,3085247115.4488006
isin11413,3527990863.3992577,3304729323.6815605
isin11414,3492137373.9877443,3251451212.778813
isin11415,3424258578.0270185,3218108262.274631
isin11416,3569469259.951511,3327276320.6091833
isin11417,3590297646.158731,3363176826.168496
isin11418,3533860825.7868147,3296339491.600226
isin11419,3693372608.2380896,3453818874.1085052
isin11420,3463405198.4344654,3227606436.429755
isin11421,3448293039.19388,3241016581.2096987
isin11422,3384467271.3560734,3122846027.9431076
isin11423,3408784778.554819,3166070594.167718
isin11424,3513700710.07477,3248803801.869713
isin11425,3581104370.036091,3338363614.6896324
isin11426,3363106177.671336,3142618797.2722125
isin11427,3523939214.073788,3310339670.4386616
isin15593,3680298991.343286,3384983212.375448
isin709,1137875235.6258636,1424404975.760386
isin5463,983273621.9586694,1259005867.2388306
isin5572,1042483691.6818138,1301359648.3167708
isin7328,1221298418.7626457,1536896274.723053
isin7586,1103930119.081682,1410125526.2951207
isin8887,1210792787.7004745,1534227096.4740467
isin8909,1064287136.5066091,1347377821.7992368
isin8931,1166445535.5007021,1476132030.95301
isin9224,1021146695.3562977,1281174260.75521
isin11266,1028916471.5625547,1299153129.125894
isin11283,1200581276.24505,1526507000.2974677
isin11369,961606767.2617066,1196742974.9865193
isin11370,991198680.9765956,1257328216.9106255
isin11374,1123299109.9640083,1411339251.8329318
isin11871,1003886613.8330562,1246374942.0737417
isin12471,960983368.7198613,1223533911.795803
isin387,13204974.419275273,19576105.2211013
isin678,16902816.925402775,26215882.81963385
isin2539,15680176.076216888,23645664.07177356
isin4079,15073878.228961475,23333138.462597013
isin4631,12927015.96550811,19416104.239761412
isin9006,1745988461.1621966,1877079867.7158623
isin9007,1885747129.4477901,2091042194.4579468
isin9008,1853221711.7442663,2030795004.1350412
isin10741,1824702318.8447623,2029633092.4221096
isin10742,1629800599.5904706,1744601181.9424338
isin10743,1733181681.214992,1864460842.8698425
isin10744,1709060748.3070965,1846643484.005897
isin10745,1694428998.6041856,1791286477.1689374
isin10746,1825788951.9938164,1996731642.2456965
isin10747,1881901938.361491,2101396328.2488508
isin10748,1733787207.5512056,1927929645.0423832
isin10749,1880709278.0233536,2047552898.0555892
isin11557,1883657651.273414,2076711415.1458144
isin11558,1932936205.9339314,2073533739.6655545
isin11560,1719987960.0398319,1879192467.2062674
isin11561,1712213530.1899395,1911675192.9641066
isin11562,1771385125.0670352,1885548619.033774
isin11563,1799212053.2588933,1919840871.9098415
isin12147,1910225822.6137567,2147691104.4862814
isin12148,1741947393.0066957,1842856348.4008877
isin13982,1699557537.7202454,1805429113.0526237
isin13983,1696811652.692634,1859517014.729271
isin17035,1736999297.0771909,1916927284.2579181
isin17036,1789792673.1979957,1965621316.8726175
isin17037,1643077473.2937722,1812586177.137124
isin10495,763115384.830456,749896622.5082734
isin11016,816695499.5585966,867641498.595539
isin12648,775965834.9902871,780128813.0482069
isin12684,775166364.2659729,779823181.6549643
isin13148,801610090.1029006,825195390.8923664
isin13157,766160147.0194703,806013723.2532939
isin13215,907034962.7068036,896766291.9072614
isin13216,711328288.5230265,740732644.392268
isin13593,822601774.4283576,853629931.6557745
isin13594,729385538.8468621,732142774.7572322
isin13595,807772116.2229025,816434887.2264465
isin14473,687334502.8324364,702214731.015347
isin14474,835049856.5768311,816773226.9801618
isin14543,745793370.3021374,738411266.7955532
isin14544,924942944.1205981,975201037.5201677
isin14545,815251506.9714346,801471820.313485
isin14905,882037557.3634477,878802788.7007871
isin15302,749324011.1212403,734988955.4828508
isin15303,856953911.5139863,868745304.418036
isin15304,728923537.6722052,764032981.6205683
isin15305,820524625.2509525,781594044.1828492
isin15306,785969166.0166073,828930458.8344222
isin9014,3113961999.7172747,3312744756.6803503
isin9015,2800233329.1033196,2965385820.510498
isin9016,2774058624.4067874,2963914944.3664722
isin9017,2435875637.0793734,2576536585.431924
isin9018,2556404010.1840515,2741921994.5284324
isin12069,2401899893.5886965,2598561944.879213
isin12070,2709856257.6766233,2872817457.2436514
isin12071,2593317978.0000043,2804598450.06708
isin12072,2572512971.029391,2782982813.8610196
isin12073,3168213727.1240664,3350371747.0508814
isin12074,2673042823.416452,2902523792.2818847
isin12075,2427787006.056257,2587545439.864447
isin12076,2529270824.352054,2722575719.8163967
isin12077,2624315319.7510743,2801890659.7283382
isin12078,2745263218.376665,2955977550.414427
isin12079,2413156458.8332477,2548284904.886591
isin12080,2577642840.031683,2753247491.172488
isin12081,2297289946.9038124,2480391887.4137936
isin12082,2685769313.999057,2883095730.0354266
isin12083,2976116311.6747394,3204044733.867646
isin12084,2738892076.2171516,2951945008.7825375
isin12085,2382925523.844508,2546082390.279458
isin138,5469563301.404968,6155816324.937643
isin139,5524845281.51185,6285266869.314326
isin141,5646822176.669323,6462381926.516095
isin142,5450076377.0949,6171738674.024119
isin143,5230429410.703706,6023137154.089112
isin144,5241282109.994319,5904088263.8725815
isin145,5713109409.559588,6525294780.196515
isin146,5656679849.041061,6567698914.021151
isin147,5969072372.219155,6703885094.202362
isin148,5422346449.792401,6214365761.525719
isin149,5535853068.29192,6266530350.3947935
isin150,5848019745.888505,6744648609.113771
isin151,5237806715.572345,6023545402.421295
isin152,6099926814.100973,6875826533.825802
isin155,5694580265.624971,6425947255.371222
isin157,6062254536.815988,6754776228.408787
isin158,5719433486.545339,6512255751.169501
isin159,5222236572.829345,5967983865.229393
isin160,5571537371.805681,6392203821.568798
isin162,5366724263.68131,6068283452.045332
isin164,5278923177.366246,6055982224.561108
isin174,5332526065.622252,6150212781.298471
isin175,5416258737.237505,6141226182.174332
isin176,5523276136.529071,6350203732.732769
isin177,5641369606.521826,6370317721.439257
isin179,5792701898.240884,6589454026.774399
isin180,5856627500.473759,6718427475.334658
isin183,5532047246.094066,6235280112.430633
isin185,5521230324.784908,6325885689.524504
isin186,5435576376.210363,6198215377.483518
isin1197,5450117992.775176,6213039923.102099
isin1265,5420186231.304167,6246945775.971556
isin1270,5491768741.574256,6253408334.437418
isin1274,5693746070.812478,6528192270.056587
isin2342,5928981344.91076,6695690436.126569
isin2545,5483817356.5055065,6196725141.125977
isin2546,5507681077.703596,6356721132.85733
isin2547,5918205301.246139,6804808601.9438
isin2549,5586066527.600329,6272395472.45192
isin2876,5505190500.667045,6290993468.700725
isin4911,5556509234.749146,6327606589.411666
isin4912,5350572562.772297,6054469431.935528
isin12321,5642808912.394217,6453442333.045615
isin12322,6174967088.226077,7071069705.997568
isin17172,5840984378.2046585,6601258737.163854
isin372,391787228.61136484,388628872.78514653
isin373,346660771.84469444,332526462.09016085
isin374,342911836.790017,322829026.08318233
isin375,403465729.4706393,364867029.40462613
isin376,401151995.0981263,393040878.5026006
isin377,382596673.80180115,361774087.4205466
isin378,413967062.44424963,387174963.666779
isin379,349333008.94381666,339760513.6810918
isin380,419119431.33071154,384693679.9075421
isin381,365974402.2762778,340292174.28887594
isin4448,133466321.82909442,113929090.88212243
isin4449,162084237.07776755,139275597.55216897
isin4970,153094096.77070537,128672670.81287473
isin4971,183758127.9035675,151660819.76379067
isin5711,2552789059.8110914,1742416075.662846
isin7040,2240927754.1117725,1582521323.1639223
isin7041,2341249839.848634,1679026375.619626
isin7042,2542425532.3033357,1787010880.5019464
isin8576,2169025070.2390833,1591997341.5642705
isin8862,2682211554.125057,1774734445.6438928
isin8863,2207015026.2330956,1597880135.330387
isin8864,2144930803.563464,1559016102.7177386
isin8865,2690727603.71441,1752052552.1146924
isin8866,2329499713.9187446,1652356826.2233803
isin10053,2058379778.766597,1479844263.915474
isin11308,2444839330.8371696,1789736634.7798228
isin11352,2193427015.1252937,1547631633.1489127
isin11353,2576813748.7198057,1736495677.7811875
isin11354,2146570091.7980325,1528062641.8668218
isin11672,2151725166.5213504,1441739564.6821606
isin12007,2231403880.2752886,1549114579.8255227
isin12008,2228599915.572429,1547450667.9607482
isin12009,2351789633.446431,1589380178.7968078
isin12919,2207221182.743992,1503540871.9895322
isin12995,2252755099.1152945,1584550376.8058267
isin15277,2429756026.391976,1672862613.2580407
isin15278,2026797924.2709682,1431459223.0814414
isin195,2041876472.0447745,2277622640.2798853
isin2243,1744905961.3538282,1961316109.6867683
isin2245,1880096272.226356,2127033255.1190004
isin2246,1749707595.6906817,2030697745.7438107
isin2247,1968545176.1091464,2217886854.8293476
isin2495,1926248771.8444839,2149762023.308171
isin3281,1637341696.4623756,1884980298.1263347
isin3648,2025109695.562471,2268743153.140266
isin3649,1983756243.2799504,2190376533.701072
isin3650,1962614470.8392124,2251236612.016407
isin3651,1750973772.032642,1966661624.9065185
isin15464,1809933516.7230284,2020862349.2005098
isin15689,2076015965.02038,2315464069.6157446
isin16007,2038442629.9407885,2230041595.61924
isin16008,2085175665.8874683,2245500580.3995504
isin16009,2242037991.507344,2553381728.498581
isin16016,2143776337.2387092,2379173819.189387
isin16586,2307259150.4022818,2553595589.149003
isin16591,2080023610.4502554,2343052493.7868867
isin16918,2159757208.702455,2426419871.781225
isin10941,676758863.4407914,696760476.6060728
isin10942,747693173.7484802,759830191.3497045
isin10983,829648597.5551137,859900870.1450484
isin10984,810286948.8063054,831368551.8363773
isin10985,685682268.0621505,705099810.6683388
isin13433,811353357.1430343,840525854.5101664
isin17001,567762292.3846655,584088049.4214787
isin14826,5884460036.255212,6316009815.1372795
isin14827,5660731922.882847,6078405960.01297
isin14828,5288688010.384658,5756085433.10687
isin14829,4886589167.473323,5204679596.851854
isin14830,5221540852.980722,5674120018.151665
isin14831,5549846737.143142,5900103900.02982
isin14832,4847258052.543724,5203718557.410468
isin14833,5500794262.35713,5809474973.084677
isin14834,4815346154.020447,5188552709.993973
isin14835,5295055847.614178,5696935284.096933
isin14836,5596213916.6365185,6073535388.620792
isin17230,6004373777.253485,6450994314.091813
isin1200,745919158.9909708,942783465.6716392
isin3264,830908642.3428442,1049271043.935488
isin3265,700867863.5663643,914977724.4133506
isin3266,777143849.6279011,979951927.794301
isin3267,814413848.6388638,1045452868.8692627
isin3268,857403650.0720267,1102304376.276417
isin3947,814456881.1661513,1027496027.670579
isin3948,797158684.0792625,1045743373.3861144
isin3954,850664772.4260478,1073596328.5351514
isin3955,797704510.3370787,1022944413.4390798
isin3956,743724040.0981063,1001466283.9224555
isin4041,825554841.4383202,1031744410.2471457
isin4042,724656182.4590241,970025382.4998153
isin4043,821998397.7030604,1065002473.367899
isin4044,754045771.0488665,948594922.4300351
isin4045,866993374.8762493,1109444746.4080606
isin4046,740963260.09279,990708228.1864117
isin4622,820412496.6636882,1056266344.660855
isin4623,759590676.1161163,979406155.2769446
isin5088,828548435.122052,1042243583.4759593
isin5484,823334598.9631015,1016713574.1930189
isin5485,893017367.0080669,1124426994.6238976
isin5486,840235395.6451511,1038759109.34326
isin5487,763100619.4260452,1009914919.3923873
isin5488,776060656.3347443,1013412597.5672922
isin5494,798002420.142651,1020927598.5880451
isin5495,894533652.1345135,1122131068.1960654
isin5496,808590139.1610149,991624612.9255011
isin5499,853473965.498241,1072134826.7551477
isin5500,787412141.5201619,1010949093.7054522
isin5501,847966733.1984193,1094280946.8574228
isin5502,882367297.1567892,1120569666.8328562
isin5503,863866877.9088131,1065811865.5167843
isin5504,802147454.4417193,1025063435.550863
isin5505,880968386.5328697,1124551897.5761895
isin5506,829633219.4920843,1038323191.8856456
isin5507,817258226.986409,1045135131.8792034
isin5510,868087440.2716625,1119396864.264879
isin5511,802555162.608928,1055332899.0486014
isin5890,801186766.5610561,1059865290.546102
isin5898,807840255.3086303,1066348986.4238756
isin5899,822687813.0747924,1058064695.9422271
isin7348,2599348298.817503,3011235411.350739
isin7618,2548127667.4460573,3049255197.798953
isin7619,2308294432.3396497,2927438979.012356
